Province,Municipality,Sector
Ulsan,Buk-gu,Chemical fibers
Ulsan,Jung-gu,Chemical fibers
Incheon,Ganghwa-gun,Chemical fibers
Incheon,Dong-gu,Chemical fibers
Incheon,Michuhol-gu,Chemical fibers
Incheon,Bupyeong-gu,Chemical fibers
Incheon,Yeonsu-gu,Chemical fibers
Incheon,Ongjin-gun,Chemical fibers
Incheon,Jung-gu,Chemical fibers
Jeonnam,Gangjin-gun,Chemical fibers
Jeonnam,Goheung-gun,Chemical fibers
Jeonnam,Gokseong-gun,Chemical fibers
Jeonnam,Gwangyang-si,Chemical fibers
Jeonnam,Gurye-gun,Chemical fibers
Jeonnam,Mokpo-si,Chemical fibers
Jeonnam,Boseong-gun,Chemical fibers
Jeonnam,Suncheon-si,Chemical fibers
Jeonnam,Sinan-gun,Chemical fibers
Jeonnam,Yeosu-si,Chemical fibers
Jeonnam,Yeongam-gun,Chemical fibers
Jeonnam,Wando-gun,Chemical fibers
Jeonnam,Jangseong-gun,Chemical fibers
Jeonnam,Jangheung-gun,Chemical fibers
Jeonnam,Jindo-gun,Chemical fibers
Jeonnam,Hampyeong-gun,Chemical fibers
Jeonnam,Haenam-gun,Chemical fibers
Jeonnam,Hwasun-gun,Chemical fibers
Jeonbuk,Gochang-gun,Chemical fibers
Jeonbuk,Gunsan-si,Chemical fibers
Jeonbuk,Gimje-si,Chemical fibers
Jeonbuk,Namwon-si,Chemical fibers
Jeonbuk,Muju-gun,Chemical fibers
Jeonbuk,Buan-gun,Chemical fibers
Jeonbuk,Sunchang-gun,Chemical fibers
Jeonbuk,Iksan-si,Chemical fibers
Jeonbuk,Imsil-gun,Chemical fibers
Jeonbuk,Jangsu-gun,Chemical fibers
Jeonbuk,Jeongeup-si,Chemical fibers
Jeonbuk,Jinan-gun,Chemical fibers
Jeju,Seogwipo-si,Chemical fibers
Jeju,Jeju-si,Chemical fibers
Chungnam,Gyeryong-si,Chemical fibers
Chungnam,Gongju-si,Chemical fibers
Chungnam,Geumsan-gun,Chemical fibers
Chungnam,Boryeong-si,Chemical fibers
Chungnam,Buyeo-gun,Chemical fibers
Chungnam,Seosan-si,Chemical fibers
Chungnam,Seocheon-gun,Chemical fibers
Chungnam,Yesan-gun,Chemical fibers
Chungnam,Cheongyang-gun,Chemical fibers
Chungnam,Taean-gun,Chemical fibers
Chungbuk,Goesan-gun,Chemical fibers
Chungbuk,Danyang-gun,Chemical fibers
Chungbuk,Boeun-gun,Chemical fibers
Chungbuk,Yeongdong-gun,Chemical fibers
Chungbuk,Okcheon-gun,Chemical fibers
Chungbuk,Jecheon-si,Chemical fibers
Chungbuk,Jeungpyeong-gun,Chemical fibers
Chungbuk,Jincheon-gun,Chemical fibers
Chungbuk,Cheongju-si,Chemical fibers
Chungbuk,Chungju-si,Chemical fibers
